Name,Paraffinic CH3,Paraffinic CH2,Paraffinic CH,Olefinic -CH=CH2,Naphthenic CH-CH2,Aromatic C-CH,Alcoholic OH,Ether O,Aldehydic CHO,Ketonic CO,Ester COO,MW,BI,FP
PT1,60.13967409,15.36753635,7.134927593,0,0,4.18568794,0,0,0,0,0,165.385,0.931861905,319
PT2,58.10952738,13.98949737,6.495123781,0,0,9.414853713,0,0,0,0,0,159.96,1.019695238,319
PT3,56.12078978,12.6395664,5.868370112,0,0,14.53735966,0,0,0,0,0,154.98,1.10032381,319
PT4,53.99339934,11.19551955,5.197919792,0,0,20.0170017,0,0,0,0,0,149.985,1.181195238,319
PT5,51.7735433,9.688708177,4.498328796,0,0,25.73481272,0,0,0,0,0,145.105,1.260204762,319
PT6,49.28823971,8.001714224,3.715081604,0,0,32.13635227,0,0,0,0,0,140.005,1.34277619,320
PT7,46.65851761,6.216690743,2.886320702,0,0,38.90987888,0,0,0,0,0,134.985,1.424052381,320
PT8,43.84908273,4.309680397,2.000923041,0,0,46.14630207,0,0,0,0,0,130.005,1.504680952,321
PT9,40.82533589,2.257197697,1.047984645,0,0,53.93474088,0,0,0,0,0,125.04,1.585066667,322
B1,17.31950033,14.57346184,0,0,0,62.20574879,5.898721032,0,0,0,0,86.59107712,0.699504284,278.6
B2,37.37661655,0,4.474820637,0,0,0,5.851688525,0,0,0,52.29687429,80.26408693,0.236837681,274.7
B3,44.12506777,13.70817521,6.391842863,0,0,0,8.358563743,0,0,27.41635042,0,67.98856414,0.277857193,273.6
B4,35.03481127,0,12.04513089,0,0,37.16873283,15.75132501,0,0,0,0,70.96052235,0.561677549,277.4
B5,37.76268599,0,0,0,0,24.99324125,37.24407275,0,0,0,0,39.738837,0.128980617,276.3
B6,24.23928049,3.917316095,7.275015606,0,0,59.81164683,4.756740973,0,0,0,0,94.64833901,0.841099659,277.4
B7,32.76667946,3.875883998,7.198070281,0,0,51.45293569,4.706430568,0,0,0,0,104.8390175,0.825852627,299.7
B8,23.18580553,39.74547955,0,0,0,0,10.99302806,0,0,0,26.07090103,91.22167457,0.058577124,298
B9,17.58986157,18.43819745,0,0,0,56.5056894,7.463002563,0,0,0,0,85.26174276,0.625652376,285.2
B10,44.33818182,0,0,0,0,0,42.48,0,0,0,13.18181818,36.66666667,0.016666667,275.2
B11,26.28786845,0,6.390897926,0,26.18137867,0,8.357328057,0,0,10.47255147,22.30997544,79.98195755,0.342170793,272.4
B12,42.54947909,14.22189915,16.2368667,0,0,0,26.989249,0,0,0,0,62.98630511,0.262230831,291.3
B13,43.19802987,11.36322574,12.2298249,0,0,0,15.99500327,3.451314313,0,10.95218254,0,75.07020756,0.339220883,292.4
B14,39.60044211,15.2305904,8.115458716,0,0,0,10.61572248,7.418538437,0,12.98244227,0,91.89540109,0.399128342,306.9
B15,24.60594558,2.996218451,0,0,0,60.41296217,0,3.424249658,0,5.992436902,0,100.1443308,0.928558502,297.4
B16,44.79462786,13.20955635,14.86293579,0,0,0,7.541195501,0,0,19.5916845,0,87.46589626,0.356360603,294.7
B17,44.89731509,14.09344698,11.63399665,0,0,0,0,0.679055617,0,28.18689395,0,99.33694734,0.400914839,294.1
B18,29.69900756,17.34860054,5.003184736,0,0,22.08400782,0,2.625448906,0,13.72249814,9.517252286,106.273294,0.51114933,296.3
B19,34.2616085,21.84729971,6.03666209,0,0,13.18187787,0,1.409426444,0,18.15395452,5.109170859,109.903894,0.444775793,302.4
B20,45.37189392,12.95869702,8.809995171,0,0,0,0,3.966868477,0,25.91739405,0,108.0355531,0.471427138,304.7
B21,39.27851873,10.26697049,9.533615459,0,0,20.38695433,0,0,0,20.53394099,0,99.99174746,0.560023291,292.4
B22,29.31534235,10.37679708,5.810656633,0,0,37.43333094,0.708828086,1.353111161,0,12.51526044,2.486673312,98.26416966,0.658635787,293.6
B23,33.92299216,21.82850116,5.789546468,0,0,0,1.431017152,0.159973166,0,12.46979239,24.39762851,105.2425995,0.250722152,301.9
B24,33.5682742,9.753014588,6.678711207,0,0,0,0,0,0,0,50,116,0.256370769,300.2
B25,27.78769458,20.54342989,1.668875532,0,0,0,0,0,0,0,50,116,0.171221914,310.2
B26,29.07417831,18.14199359,2.7838281,0,0,0,0,0,0,0,50,116,0.190172023,305.2
B27,36.18919291,4.860633004,8.950174086,0,0,0,0,0,0,0,50,116,0.294977318,309.7
B28,41.65096803,17.3000523,20.02256665,0,0,0,21.01262362,0,0,0,0,80.89585633,0.286942087,304.1
B29,29.82972775,6.009607195,5.873544415,0,0,44.37528556,2.616722657,0,0,11.29511242,0,88.21498847,0.682490322,288.6
B30,36.32521463,4.8835015,7.371739375,0,0,35.77076044,7.037261326,1.72762972,0,5.48019386,0,92.56402864,0.653103945,294.7
B31,38.67302712,6.392258416,4.808018069,0,0,17.8136646,6.287408244,7.30543819,0,12.78451683,0,94.26655839,0.595407004,295.2
B32,30.28915147,5.908101172,7.822306882,0,0,43.50248533,3.055047686,0,0,9.422907463,0,92.49161476,0.707701602,289.1
B33,28.09581704,5.754057095,5.343053017,0,0,49.29895865,0,0,0,11.50811419,0,95.12783423,0.765412433,291.9
B34,48.44410646,0,10.79214195,0,0,0,40.76375158,0,0,0,0,41.69088507,0.115367679,280.8
B35,45.01617808,12.96872238,0,0,0,0,0,9.187231299,0,25.93744477,0,107.9520371,0.508276129,297.4
ETE10,32.76803699,26.97368487,0,0,0,0,32.82981382,0,0,0,7.428464326,48.6151205,0.012452955,280.95
ETE20,32.93139478,23.64277969,0,0,0,0,28.7757516,0,0,0,14.65007393,51.45913163,0.025995865,279.95
ETE30,33.09026613,20.40335399,0,0,0,0,24.83302953,0,0,0,21.67335035,54.56345946,0.040778378,276.95
ETE40,33.24483337,17.25169024,0,0,0,0,20.99712299,0,0,0,28.50635339,57.96555891,0.056978852,274.95
ETE50,33.39526907,14.18426966,0,0,0,0,17.26374926,0,0,0,35.156712,61.71043237,0.074811583,272.95
ETE60,33.54173669,11.1977591,0,0,0,0,13.62885154,0,0,0,41.63165266,65.85263158,0.094536341,271.95
ETE70,33.6843912,8.288998963,0,0,0,0,10.08858426,0,0,0,47.93802557,70.45893251,0.116471107,271.95
ETE80,33.82337958,5.45499204,0,0,0,0,6.639299522,0,0,0,54.08232886,75.61196262,0.141009346,271.45
ETE90,33.95884136,2.69289323,0,0,0,0,3.277534523,0,0,0,60.07073089,81.41520119,0.168643815,268.95
MEM02,46.27546784,0,0,0,0,0,51.85467539,0,0,0,1.869856772,32.43169324,0.002569603,280.75
MEM10,43.820731,0,0,0,0,0,46.95990074,0,0,0,9.219368252,34.24765295,0.013378887,277.45
MEM20,40.84660778,0,0,0,0,0,41.02946341,0,0,0,18.12392881,36.74013078,0.028215064,271.95
MEM30,37.97233521,0,0,0,0,0,35.2981295,0,0,0,26.72953529,39.51973874,0.04476035,268.95
MEM40,35.19296787,0,0,0,0,0,29.75603774,0,0,0,35.05099439,42.63912482,0.063328124,265.95
MEM50,32.50388161,0,0,0,0,0,24.39396752,0,0,0,43.10215087,46.16464628,0.084313371,264.95
MEM60,29.90074787,0,0,0,0,0,19.20328767,0,0,0,50.89596446,50.18114259,0.108221087,263.95
MEM70,27.37951048,0,0,0,0,0,14.17591011,0,0,0,58.44457941,54.79885177,0.135707451,262.95
MEM80,24.93636451,0,0,0,0,0,9.304247788,0,0,0,65.75938771,60.16368378,0.167640975,261.65
MEM90,22.56773715,0,0,0,0,0,4.581176471,0,0,0,72.85108638,66.47291942,0.205195949,260.75
ETT10,17.79677559,2.791532389,0,0,0,76.01410326,3.397588763,0,0,0,0,84.26245487,0.831792497,275.85
ETT20,19.32098602,5.634231593,0,0,0,68.18732946,6.857452926,0,0,0,0,77.61508644,0.687284488,275.85
ETT30,20.87339255,8.529517402,0,0,0,60.21576952,10.38132052,0,0,0,0,71.84265788,0.56179691,276.85
ETT40,22.45478489,11.47886262,0,0,0,52.09536837,13.97098411,0,0,0,0,66.78309354,0.451806381,276.85
ETT50,24.0659825,14.48379558,0,0,0,43.82191808,17.62830384,0,0,0,0,62.31202071,0.354609146,276.85
ETT60,25.70783602,17.54590277,0,0,0,35.39105061,21.3552106,0,0,0,0,58.33240879,0.268095843,276.85
ETT70,27.38122879,20.66683161,0,0,0,26.79823008,25.15370952,0,0,0,0,54.76744713,0.190596677,277.85
ETT80,29.0870784,23.84829345,0,0,0,18.03874468,29.02588348,0,0,0,0,51.55553884,0.120772583,279.85
ETT90,30.82633838,27.09206667,0,0,0,9.107698013,32.97389694,0,0,0,0,48.64671183,0.057537214,281.95
ETT94,31.53161801,28.40743482,0,0,0,5.48610874,34.57483843,0,0,0,0,47.55861242,0.033882879,280.95
ETT98,32.24246665,29.73318933,0,0,0,1.835922787,36.18842123,0,0,0,0,46.5100892,0.011088896,283.95
IST10,19.38387092,0,1.98270633,0,0,76.04065293,2.592769816,0,0,0,0,87.71887346,0.910809864,277.75
IST20,22.52648162,0,4.003178096,0,0,68.23541508,5.234925202,0,0,0,0,83.74753708,0.828073689,276.75
IST30,25.7295265,0,6.062504672,0,0,60.2800781,7.927890725,0,0,0,0,80.05353951,0.751115406,277.75
IST40,28.99476575,0,8.161817742,0,0,52.17027023,10.67314628,0,0,0,0,76.60880896,0.679350187,276.75
IST50,32.3240286,0,10.30229336,0,0,43.90144825,13.47222978,0,0,0,0,73.38893849,0.612269552,277.75
IST60,35.71921673,0,12.48515418,0,0,35.46888902,16.32674008,0,0,0,0,70.37260686,0.54942931,277.75
IST70,39.18230786,0,14.71167172,0,0,26.86768048,19.23833994,0,0,0,0,67.54110581,0.490439704,277.75
IST80,42.71535965,0,16.98316891,0,0,18.0927121,22.20875935,0,0,0,0,64.8779517,0.434957327,279.75
IST90,46.32051371,0,19.30102266,0,0,9.138664758,25.23979887,0,0,0,0,62.36856434,0.382678424,281.75
BU2B10,41.55392817,19.39183314,1.758720589,0,0,0,2.299865385,0,0,34.99565271,0,72.19534066,0.25,268.55
BU2B20,41.44121767,19.33923491,3.517004337,0,0,0,4.599159517,0,0,31.10338356,0,72.39169524,0.25,269.55
BU2B30,41.32853517,19.28664974,5.274851407,0,0,0,6.897882609,0,0,27.21208107,0,72.58907164,0.25,270.55
BU2B40,41.21588064,19.23407763,7.032261961,0,0,0,9.196034873,0,0,23.32174489,0,72.78747786,0.25,271.55
BU2B50,41.10325409,19.18151858,8.789236164,0,0,0,11.49361652,0,0,19.43237465,0,72.98692199,0.25,272.55
BU2B60,40.9906555,19.12897257,10.54577418,0,0,0,13.79062777,0,0,15.54396999,0,73.18741219,0.25,274.55
BU2B70,40.87808486,19.0764396,12.30187616,0,0,0,16.08706882,0,0,11.65653055,0,73.3889567,0.25,276.55
BU2B80,40.76554216,19.02391968,14.05754228,0,0,0,18.3829399,0,0,7.770055983,0,73.59156388,0.25,280.55
BU2B90,40.65302739,18.97141278,15.81277269,0,0,0,20.67824121,0,0,3.884545918,0,73.79524214,0.25,285.55
HEB10,26.19033907,27.77625801,0,0,0,0,0,0,0,0,46.03340292,114.5460543,0.129875484,288.75
HEB20,26.53404067,31.58561745,0,0,0,0,0,0,0,0,41.88034188,113.0623126,0.116627791,282.75
HEB30,26.89428809,35.57835962,0,0,0,0,0,0,0,0,37.5273523,111.5478495,0.103105799,278.75
HEB40,27.27230555,39.76805319,0,0,0,0,0,0,0,0,32.95964126,110.001701,0.089300902,276.75
HEB50,27.66944114,44.16963932,0,0,0,0,0,0,0,0,28.16091954,108.4228621,0.075204125,274.75
HEB60,28.08718282,48.79960963,0,0,0,0,0,0,0,0,23.11320755,106.8102849,0.060806115,273.75
HEB70,28.52717709,53.67621274,0,0,0,0,0,0,0,0,17.79661017,105.1628765,0.046097111,271.75
HEB80,28.99125064,58.81969463,0,0,0,0,0,0,0,0,12.18905473,103.4794958,0.031066927,270.75
HEB90,29.48143575,64.25257959,0,0,0,0,0,0,0,0,6.265984655,101.7589518,0.015704927,269.75
BUT02,16.7717121,0.361583955,0,0,0,82.14353604,0,0,0,0.72316791,0,91.52721752,0.982270657,280.75
BUT04,17.24477798,0.724205633,0,0,0,80.58260512,0,0,0,1.448411266,0,91.05793331,0.964672499,279.75
BUT06,17.71920348,1.087869508,0,0,0,79.017188,0,0,0,2.175739016,0,90.59210868,0.947204075,278.75
BUT10,18.67215685,1.818341871,0,0,0,75.87281753,0,0,0,3.636683742,0,89.67068624,0.912650734,277.75
BUT20,21.07874871,3.663079384,0,0,0,67.93201314,0,0,0,7.326158768,0,87.42507174,0.82844019,275.75
BUT30,23.52053084,5.534791493,0,0,0,59.87509468,0,0,0,11.06958299,0,85.25872479,0.74720218,275.65
BUT40,25.99828081,7.434074208,0,0,0,51.69949657,0,0,0,14.86814842,0,83.16752109,0.668782041,275.65
BUT50,28.51279921,9.361541227,0,0,0,43.40257711,0,0,0,18.72308245,0,81.1476176,0.59303566,272.65
BUT60,31.06491061,11.3178246,0,0,0,34.98161559,0,0,0,22.6356492,0,79.19542894,0.519828585,270.65
BUT70,33.65546439,13.30357542,0,0,0,26.43380937,0,0,0,26.60715083,0,77.30760616,0.449035231,269.65
BUT80,36.28533572,15.31946453,0,0,0,17.75627069,0,0,0,30.63892906,0,75.48101756,0.380538158,269.65
BUT90,38.95542657,17.36618331,0,0,0,8.946023498,0,0,0,34.73236662,0,73.71273136,0.314227426,267.65
OCH02,29.92404916,70.07595084,0,0,0,0,0,0,0,0,0,100.2527262,0,269.75
OCH10,29.6210613,70.3789387,0,0,0,0,0,0,0,0,0,101.2737593,0,270.75
OCH20,29.24415151,70.75584849,0,0,0,0,0,0,0,0,0,102.5733007,0,272.75
OCH30,28.8692544,71.1307456,0,0,0,0,0,0,0,0,0,103.8994151,0,272.75
OCH40,28.49635387,71.50364613,0,0,0,0,0,0,0,0,0,105.2529259,0,274.75
OCH50,28.12543403,71.87456597,0,0,0,0,0,0,0,0,0,106.634691,0,275.75
OCH60,27.75647914,72.24352086,0,0,0,0,0,0,0,0,0,108.0456044,0,277.75
OCH70,27.38947362,72.61052638,0,0,0,0,0,0,0,0,0,109.4865983,0,280.75
OCH80,27.02440206,72.97559794,0,0,0,0,0,0,0,0,0,110.9586449,0,282.75
OCH90,26.66124921,73.33875079,0,0,0,0,0,0,0,0,0,112.462759,0,284.75
OCH96,26.44427221,73.55572779,0,0,0,0,0,0,0,0,0,113.3810586,0,286.75
OCH98,26.37209827,73.62790173,0,0,0,0,0,0,0,0,0,113.6898492,0,287.75
OCP02,17.20561074,63.8105217,0,0,0,0,18.98386756,0,0,0,0,88.34870432,0,317.95
OCP10,17.85513981,64.51683671,0,0,0,0,17.62802348,0,0,0,0,89.79170227,0,303.95
OCP20,18.6876506,65.42213086,0,0,0,0,15.89021855,0,0,0,0,91.71161346,0,296.95
OCP30,19.5439659,66.35331066,0,0,0,0,14.10272343,0,0,0,0,93.77400558,0,293.95
OCP40,20.42512153,67.31150249,0,0,0,0,12.26337598,0,0,0,0,95.99535059,0,291.95
OCP50,21.33221424,68.29789899,0,0,0,0,10.36988677,0,0,0,0,98.39476126,0,290.95
OCP60,22.26640635,69.31376408,0,0,0,0,8.419829569,0,0,0,0,100.9945425,0,289.95
OCP70,23.22893066,70.36043836,0,0,0,0,6.41063098,0,0,0,0,103.8208869,0,288.95
OCP80,24.22109591,71.43934497,0,0,0,0,4.339559117,0,0,0,0,106.9047602,0,288.95
OCP90,25.2442927,72.55199609,0,0,0,0,2.203711204,0,0,0,0,110.2830404,0,287.95
HEM02,46.60729262,1.212397448,0,0,0,0,52.18030994,0,0,0,0,32.38137407,0,282.85
HEM10,45.4202765,6.129032258,0,0,0,0,48.45069124,0,0,0,0,34.02587221,0,269.75
HEM20,43.89906542,12.42990654,0,0,0,0,43.67102804,0,0,0,0,36.39455782,0,264.75
HEM30,42.33459716,18.90995261,0,0,0,0,38.75545024,0,0,0,0,39.20111472,0,265.75
HEM40,40.725,25.57692308,0,0,0,0,33.69807692,0,0,0,0,42.57932446,0,264.75
HEM50,39.06829268,32.43902439,0,0,0,0,28.49268293,0,0,0,0,46.72364672,0,264.75
HEM60,37.36237624,39.5049505,0,0,0,0,23.13267327,0,0,0,0,51.92802057,0,264.75
HEM70,35.60502513,46.7839196,0,0,0,0,17.61105528,0,0,0,0,58.65880619,0,264.85
HEM80,33.79387755,54.28571429,0,0,0,0,11.92040816,0,0,0,0,67.7029361,0,264.85
HEM90,31.92642487,62.02072539,0,0,0,0,6.052849741,0,0,0,0,80.50052138,0,264.85
HEM98,30.39013641,68.38405037,0,0,0,0,1.225813221,0,0,0,0,95.32383096,0,264.85
ETO02,26.44118463,72.72963579,0,0,0,0,0.829179577,0,0,0,0,110.3444849,0,284.05
ETO10,26.99904608,68.89544517,0,0,0,0,4.105508748,0,0,0,0,97.93584094,0,282.05
ETO20,27.68127181,64.2064969,0,0,0,0,8.112231287,0,0,0,0,86.0956995,0,280.05
ETO30,28.34727707,59.62903223,0,0,0,0,12.0236907,0,0,0,0,77.00712629,0,280.05
ETO40,28.99763353,55.15912195,0,0,0,0,15.84324452,0,0,0,0,69.81080264,0,279.05
ETO50,29.63288633,50.79301936,0,0,0,0,19.57409431,0,0,0,0,63.97149444,0,279.05
ETO60,30.25355558,46.52714976,0,0,0,0,23.21929466,0,0,0,0,59.13843401,0,279.05
ETO70,30.86013777,42.35810074,0,0,0,0,26.78176149,0,0,0,0,55.07215455,0,279.05
ETO80,31.45310711,38.28261305,0,0,0,0,30.26427985,0,0,0,0,51.60358909,0,281.05
ETO90,32.03291676,34.29757209,0,0,0,0,33.66951115,0,0,0,0,48.60997101,0,279.05
ETO98,32.48758131,31.17265544,0,0,0,0,36.33976325,0,0,0,0,46.49488836,0,281.05
TOB02,20.18539365,55.54340827,0,0,0,1.789342341,22.48185573,0,0,0,0,74.31081695,0.017267608,307.05
TOB06,20.01635452,53.12691963,0,0,0,5.352972664,21.50375318,0,0,0,0,74.93767964,0.052093313,301.05
TOB10,19.84826086,50.72394692,0,0,0,8.896670847,20.53112137,0,0,0,0,75.57161234,0.087311797,297.05
TOB20,19.43211145,44.77490836,0,0,0,17.669803,18.12317719,0,0,0,0,77.18817154,0.177120641,291.05
TOB30,19.02170082,38.90790825,0,0,0,26.32195188,15.74843905,0,0,0,0,78.85163373,0.269535207,287.05
TOB40,18.61691108,33.1212612,0,0,0,34.85560295,13.40622477,0,0,0,0,80.56407023,0.364670568,284.95
TOB50,18.21762754,27.41332771,0,0,0,43.273174,11.09587074,0,0,0,0,82.32767615,0.462648675,283.95
TOB60,17.82373862,21.78251256,0,0,0,51.57701755,8.816731275,0,0,0,0,84.14477976,0.563598876,282.95
TOB70,17.43513571,16.22726335,0,0,0,59.76942292,6.568178022,0,0,0,0,86.01785279,0.667658488,282.95
TOB80,17.05171312,10.74606906,0,0,0,67.85261844,4.349599382,0,0,0,0,87.94952157,0.774973421,281.95
TOB90,16.67336794,5.337458709,0,0,0,75.82877339,2.160399954,0,0,0,0,89.94257941,0.885698856,281.95
HEP02,25.08543379,47.06535768,0,0,0,0,27.84920853,0,0,0,0,60.41290426,0,295.95
HEP04,25.17137703,47.46642614,0,0,0,0,27.36219683,0,0,0,0,60.83404463,0,289.95
HEP06,25.25783429,47.86989336,0,0,0,0,26.87227234,0,0,0,0,61.26367,0,285.95
HEP10,25.43230944,48.68411073,0,0,0,0,25.88357983,0,0,0,0,62.14942258,0,281.85
HEP20,25.87782341,50.76317591,0,0,0,0,23.35900068,0,0,0,0,64.53180212,0,274.85
HEP30,26.33715626,52.90672922,0,0,0,0,20.75611451,0,0,0,0,67.18718076,0,272.85
HEP40,26.81096108,55.11781837,0,0,0,0,18.07122055,0,0,0,0,70.16533531,0,270.85
HEP50,27.29993275,57.39968617,0,0,0,0,15.30038108,0,0,0,0,73.52892698,0,269.95
HEP60,27.80481137,59.7557864,0,0,0,0,12.43940222,0,0,0,0,77.35795855,0,269.95
HEP70,28.32638599,62.18980131,0,0,0,0,9.4838127,0,0,0,0,81.75621947,0,269.95
HEP80,28.86549873,64.70566073,0,0,0,0,6.428840539,0,0,0,0,86.86083613,0,269.95
HEP90,29.42304929,67.30756335,0,0,0,0,3.269387364,0,0,0,0,92.85682516,0,268.95
BUM10,46.36894828,1.97312212,0,0,0,0,47.71168536,0,0,3.94624424,0,33.91177344,0.011948584,281.15
BUM20,45.8396342,3.939788014,0,0,0,0,42.34100176,0,0,7.879576027,0,36.05899408,0.025368713,279.15
BUM30,45.31204925,5.900029317,0,0,0,0,36.9878628,0,0,11.80005863,0,38.48801128,0.040550071,277.15
BUM40,44.78618498,7.85387746,0,0,0,0,31.65218264,0,0,15.70775492,0,41.25819436,0.057863715,275.15
BUM50,44.26203298,9.801363668,0,0,0,0,26.33387602,0,0,19.60272734,0,44.44684963,0.07779281,273.15
BUM60,43.7395849,11.74251896,0,0,0,0,21.03285821,0,0,23.48503793,0,48.15654792,0.100978424,273.15
BUM70,43.21883244,13.67737417,0,0,0,0,15.74904506,0,0,27.35474833,0,52.52636372,0.128289773,272.15
BUM80,42.69976736,15.6059599,0,0,0,0,10.48235294,0,0,31.2119198,0,57.74970012,0.160935626,271.15
BUM90,42.18238149,17.52830658,0,0,0,0,5.232698768,0,0,35.05661316,0,64.10368893,0.200648056,271.15
MEI10,49.68787185,0,19.48512586,0,0,0,30.82700229,0,0,0,0,55.14195584,0.275499474,288.15
MEI20,49.37621951,0,17.30691057,0,0,0,33.31686992,0,0,0,0,51.01749838,0.22639879,288.15
MEI30,49.06504189,0,15.1320132,0,0,0,35.80294491,0,0,0,0,47.47213016,0.184192026,287.25
MEI40,48.7543379,0,12.96042618,0,0,0,38.28523592,0,0,0,0,44.39189189,0.147522523,287.25
MEI50,48.44410646,0,10.79214195,0,0,0,40.76375158,0,0,0,0,41.69088507,0.115367679,286.15
MEI60,48.1343465,0,8.627152989,0,0,0,43.23850051,0,0,0,0,39.30313589,0.086942094,285.15
MEI70,47.82505695,0,6.465451784,0,0,0,45.70949127,0,0,0,0,37.17713479,0.061632557,285.25
MEI80,47.51623672,0,4.307030855,0,0,0,48.17673242,0,0,0,0,35.2720785,0.038953315,285.25
MEI90,47.20788476,0,2.151882739,0,0,0,50.6402325,0,0,0,0,33.55522578,0.018514593,284.25
BUI10,49.14858062,1.986645231,19.45297627,0,0,0,25.43850742,0,0,3.973290463,0,61.03940261,0.32611526,283.45
BUI20,48.3012577,3.963732028,17.24993669,0,0,0,22.55760952,0,0,7.927464056,0,62.11018393,0.318679278,280.45
BUI30,47.45800177,5.931329207,15.05747126,0,0,0,19.69053935,0,0,11.86265841,0,63.21378668,0.31101537,277.45
BUI40,46.6187836,7.889504928,12.87550403,0,0,0,16.83719758,0,0,15.77900986,0,64.3517434,0.303112893,275.35
BUI50,45.78357427,9.838326699,10.70395977,0,0,0,13.99748586,0,0,19.6766534,0,65.52568356,0.294960531,274.35
BUI60,44.95234512,11.77786138,8.542763983,0,0,0,11.17130675,0,0,23.55572277,0,66.73734133,0.286546241,272.45
BUI70,44.12506777,13.70817521,6.391842863,0,0,0,8.358563743,0,0,27.41635042,0,67.98856414,0.277857193,272.95
BUI80,43.3017141,15.62933378,4.251123315,0,0,0,5.559161258,0,0,31.25866755,0,69.28132206,0.268879708,271.35
BUI90,42.48225626,17.54140207,2.120532935,0,0,0,2.773004607,0,0,35.08280413,0,70.61771818,0.259599179,271.35
MEE10,34.03489168,27.34960091,0,0,0,0,38.61550741,0,0,0,0,44.06553796,0,286.25
MEE20,35.46869301,24.30151976,0,0,0,0,40.22978723,0,0,0,0,42.28850856,0,288.25
MEE30,36.90140524,21.25575389,0,0,0,0,41.84284087,0,0,0,0,40.65044471,0,288.35
MEE40,38.33302961,18.21230068,0,0,0,0,43.4546697,0,0,0,0,39.13565891,0,286.35
MEE50,39.76356736,15.1711575,0,0,0,0,45.06527514,0,0,0,0,37.7307393,0,286.35
MEE60,41.19301973,12.1323217,0,0,0,0,46.67465857,0,0,0,0,36.4241514,0,286.35
MEE70,42.62138794,9.095790671,0,0,0,0,48.28282139,0,0,0,0,35.20592077,0,286.35
MEE80,44.04867324,6.061561789,0,0,0,0,49.88976497,0,0,0,0,34.06737788,0,286.35
MEE90,45.47487685,3.029632437,0,0,0,0,51.49549072,0,0,0,0,33.00095147,0,286.35
MEE92,45.75998788,2.423522279,0,0,0,0,51.81648985,0,0,0,0,32.795721,0,285.35
MEE94,46.04505569,1.817503978,0,0,0,0,52.13744033,0,0,0,0,32.5930579,0,285.35
MEE96,46.33008032,1.211577512,0,0,0,0,52.45834217,0,0,0,0,32.39291431,0,286.35
MEE98,46.61506175,0.605742859,0,0,0,0,52.77919539,0,0,0,0,32.19524352,0,285.35
MEP10,19.95809313,57.42793792,0,0,0,0,22.61396896,0,0,0,0,75.16666667,0,304.85
MEP20,22.88656126,51.18577075,0,0,0,0,25.92766798,0,0,0,0,65.55465587,0,295.85
MEP30,25.83098836,44.90958633,0,0,0,0,29.25942532,0,0,0,0,58.08633094,0,290.85
MEP40,28.79150522,38.59910581,0,0,0,0,32.60938897,0,0,0,0,52.11650485,0,286.85
MEP50,31.76824408,32.25404732,0,0,0,0,35.97770859,0,0,0,0,47.23529412,0,286.65
MEP60,34.76133866,25.87412587,0,0,0,0,39.36453546,0,0,0,0,43.16981132,0,285.65
MEP70,37.77092412,19.45905334,0,0,0,0,42.77002254,0,0,0,0,39.73134328,0,283.65
MEP80,40.79713712,13.00853842,0,0,0,0,46.19432446,0,0,0,0,36.7852194,0,283.65
MEP90,43.84011584,6.522286578,0,0,0,0,49.63759758,0,0,0,0,34.23275862,0,282.65
MEP92,44.45073574,5.220721629,0,0,0,0,50.32854263,0,0,0,0,33.76265419,0,282.65
MEP94,45.06203298,3.917712903,0,0,0,0,51.02025412,0,0,0,0,33.30478589,0,282.65
MEP96,45.67400868,2.613257996,0,0,0,0,51.71273333,0,0,0,0,32.85868214,0,281.75
MEP98,46.28666397,1.3073545,0,0,0,0,52.40598153,0,0,0,0,32.42389525,0,282.75
TOP02,17.02959483,62.2824855,0,0,0,1.780736573,18.9071831,0,0,0,0,88.08147624,0.02036906,316.95
TOP06,16.9979989,59.58527221,0,0,0,5.328342677,18.08838621,0,0,0,0,88.24424475,0.061061188,307.95
TOP10,16.96656658,56.90202526,0,0,0,8.857579064,17.2738291,0,0,0,0,88.40676845,0.101692112,302.95
TOP20,16.88869327,50.25430327,0,0,0,17.60123283,15.25577063,0,0,0,0,88.81201022,0.203002554,293.95
TOP30,16.81181515,43.69153726,0,0,0,26.2331452,13.26350238,0,0,0,0,89.21573388,0.303933471,288.95
TOP40,16.73591328,37.21210902,0,0,0,34.75544461,11.2965331,0,0,0,0,89.61794796,0.404486991,286.95
TOP50,16.66096917,30.81444115,0,0,0,43.17020577,9.354383919,0,0,0,0,90.01866091,0.504665227,284.95
TOP60,16.58696481,24.49699581,0,0,0,51.47945137,7.436588013,0,0,0,0,90.4178811,0.604470276,283.95
TOP70,16.51388263,18.2582735,0,0,0,59.6851537,5.54269017,0,0,0,0,90.81561688,0.703904219,283.95
TOP80,16.44170551,12.09681186,0,0,0,67.78923617,3.672246457,0,0,0,0,91.21187649,0.802969123,282.95
TOP90,16.37041673,6.011184517,0,0,0,75.79357488,1.824823871,0,0,0,0,91.60666815,0.901667038,282.95
BUB10,22.39801568,53.04626739,0,0,0,0,20.68844632,0,0,3.867270606,0,73.79615023,0.025481222,293.15
BUB20,24.52839118,49.33119151,0,0,0,0,18.40109578,0,0,7.739321522,0,73.59317057,0.050853679,281.15
BUB30,26.66140166,45.61152061,0,0,0,0,16.11091611,0,0,11.61616162,0,73.39105546,0.076118068,276.15
BUB40,28.797052,41.88724616,0,0,0,0,13.81790206,0,0,15.49779978,0,73.18979939,0.101275077,275.15
